,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1674,MD_LA_FB_3257_IMG_EN_Fu-sugar_C-Split_H-1616_T-H380_T-59_T-473_W05_V5 | 28-Day Plan | Engineered | LP: mybody.health/startnow/landing-2-mb-pbp-sugar | FB: MB Health | CTA: Download,Saint Patricks Day | All | 50-65+ | TOP3 | MB Legacy Pixel | 1DC1DV | Manual & Reels Only | 3x2 | NC | 11:40,$1,127,2025-04-10,2025-04-10,0
1675,MB_MPS_FB_3393_IMG_EN_FU-sugar_C-seniors_H-2102_T-674_W14_V2 | 28-Day Plan | Engineered | LP: mybody.health/startnow/mb-pbp-sugar-landing-2 | FB: MB Health | CTA: Learn More,Engaged Shoppers | All | 18+ | TOP4 | MB Legacy Pixel | 1DC1DV | Manual Feed & Reels | 3x5 | NC | 11:40,$1,85,2025-04-08,2025-04-08,0
1676,MB_MPS_FB_3386_IMG_EN_FU-sugar_C-text_H-2089_W13_V2 | 28-Day Plan | Struggling | LP: mybody.health/startnow/mb-pbp-sugar | FB: MB Health | CTA: Learn More,WC || WW || Funnel: MB || ASC+ || MB Legacy Pixel || L14D Adset Mix #3 || 04.12 DJ - Advantage+ shopping campaign Ad Set,$1,212,2025-04-12,2025-04-12,0
1677,MD_MPS_FB_3336_IMG_EN_fu-pcos-landing1_C-PCOS_H-1980_T-820_W10_V1 | PCOS made easy! | PCOS is more | LP: mybody.health/startnow/mb-pbp-pcos-landing1 | FB: MB Health | CTA: Learn More,WC || Mix || Funnel: MB || CBO || MB Legacy Pixel || L3D All Sugar Ads || 04.08 DJ - Advantage+ shopping campaign Ad Set,$1,125,2025-04-08,2025-04-08,0
1678,MD_MPS_FB_3236_IMG_EN_FU-Sugar_C-NoDiabetes_H-1824_Itr_W04_V8 | 28-Day Plan | 5 Reasons why | LP: mybody.health/startnow/mb-pbp-sugar-seniors | FB: MB Health | CTA: Learn More,Klinio Leads | All | 25-65+ | TOP4 | MB Legacy Pixel | 1DC1DV | Manual Manual Feed & Reels Only | 2x7 | NC | 11:40,$1,75,2025-04-09,2025-04-09,0
1679,MB_MPS_FB_3363_IMG_EN_FU-weightloss-men_C-Ideation_H-2011_T-674_W12_V5.png | 28-Day Plan | Engineered | LP: mybody.health/startnow/mb-pbp-wl-men | FB: Men's Health & Wellness | CTA: Learn More,BROAD || 45+ || Manual Placements - FB&IG || 1DC1DV || 04.07,$1,56,2025-04-07,2025-04-07,0
1680,MD_MPS_FB_3236_IMG_EN_FU-Sugar_C-NoDiabetes_H-1824_Itr_W04_V8 | 28-Day Plan | 5 Reasons why | LP: mybody.health/startnow/egg2-mb-pbp-sugar | FB: MB Health | CTA: Learn More,Klinio Leads | All | 25-65+ | TOP4 | MB Legacy Pixel | 1DC1DV | Manual Manual Feed & Reels Only | 2x7 | NC | 11:40,$1,89,2025-04-13,2025-04-13,0
1681,MB_LA_FB_3401_IMG_EN_FU-sugar_C-md_H-1822_T-H380_T-59_T-473_W14_V5 | Controlled | Engineered | LP: mybody.health/startnow/mb-pbp-sugar | FB: MB Health | CTA: Learn More,WC || WW || Funnel: MB || ASC+ || MB Legacy Pixel || L14D Adset Mix #3 || 04.12 DJ - Advantage+ shopping campaign Ad Set,$1,234,2025-04-12,2025-04-12,0
1682,MB_RK_FB_3344_IMG_EN_FU-sugar_C-diabetes_H-2001_T-674_W11_V3 | 5 Reasons Why | 5 Reasons why | LP: mybody.health/startnow/mb-pbp-sugar-seniors-1 | FB: MB Health | CTA: Learn More,Klinio Leads | All | 25-65+ | TOP4 | MB Legacy Pixel | 1DC1DV | Manual Manual Feed & Reels Only | 2x7 | NC | 11:40 – Copy,$1,72,2025-04-08,2025-04-09,1
1683,MB_LA_FB_3349_IMG_EN_fu-pcos-landing1_C-PCOS_H-1980_T-820_Itr_W11_V2 | Controlled | Engineered | LP: mybody.health/startnow/mb-pbp-pcos-landing1 | FB: MB Health | CTA: Learn More,WC || WW || Funnel: MB || CBO || MB Legacy Pixel || L14D Adset Mix #3 || 04.08 Full Copy DJ - Advantage+ shopping campaign Ad Set,$1,416,2025-04-08,2025-04-08,0
1684,MD_MPS_FB_3281_IMG_EN_FU-Sugar_C-Mix2_H-1895_W06_V4 | 5 Reasons Why | Reasons why | LP: mybody.health/startnow/mb-pbp-sugar | FB: MB Health,Vanguard | All | 41-65+ | TOP4 | MB Legacy Pixel | 1DC1DV | Automatic | 3x9 | NC | 11:40,$1,125,2025-04-09,2025-04-09,0
1685,MD_RK_FB_3328_IMG_EN_FU-sugar_C-A1cBeginners_H-H-1822_W09_V6.png | 28-Day Plan | Engineered | LP: mybody.health/startnow/mb-pbp-sugar | FB: MB | CTA: Learn More,Klinio Leads | All | 41-65+ | TOP4 | MB Legacy Pixel | 1DC1DV | Manual Manual Feed & Reels Only | 3x8 | NC | 11:40,$1,64,2025-04-08,2025-04-08,0
